Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone
170,Michaelerplatz,Starbucks,40213-99693,43 1 3366332514,CO,Reitschulgasse 4,Reitschulgasse 4,,,Wien,9,AT,1010,"(48.2076263427734, 16.367094039917)",48.20762634,16.36709404,W. Europe Standard Time,60,GMT+1:00 Europe/Vienna
171,AKH Allgemeines Krankenhaus,Starbucks,40212-96779,43 1 3366332512,CO,Waehringer Guertel 18-20,Waehringer Guertel 18-20,,,Wien,9,AT,1090,"(48.2204093933105, 16.3474731445313)",48.22040939,16.34747314,W. Europe Standard Time,60,GMT+1:00 Europe/Vienna
172,Invalidenstrasse,Starbucks,32495-133884,43 1 3366332521,CO,Invalidenstrasse 11,Invalidenstrasse 11,,,Wien,9,AT,1030,"(48.2058181762695, 16.3858470916748)",48.20581818,16.38584709,W. Europe Standard Time,60,GMT+1:00 Europe/Vienna
270,BRU - Departure Hall,Starbucks,32639-137287,+32 2 719 77 00,LS,"Departure Hall, Brussels Airport - BRU",Departure Hall,,Brussels Airport - BRU,Zaventem,VLG,BE,B-1930,"(50.8973693847656, 4.48509979248047)",50.89736938,4.485099792,Romance Standard Time,60,GMT+1:00 Europe/Brussels
274,حديقة مركز الدبلوماسي,Starbucks,1349-112145,17531728,LS,"المنطقة الدبلوماسية, ق: 317, طريق: 1704, بجانب مبنى التأمينات الاجتماعية (منظمة التأمين الاجتماعي), محل رقم :8, مبنى 263","المنطقة الدبلوماسية, ق: 317, طريق: 1704, بجانب مبنى التأمينات الاجتماعية (منظمة التأمين الاجتماعي)",محل رقم :8,مبنى 263,المنامة,13,BH,,"(26.2416896820068, 50.5879783630371)",26.24168968,50.58797836,Arab Standard Time,180,GMT+000000 Asia/Bahrain
276,مطار البحرين بوابة 16,Starbucks,3639-145205,17339537,LS,"ق: 224, طريق 2404, مبنى ,212,, بوابة 16, مطار البحرين","ق: 224, طريق 2404, مبنى ,212,",بوابة 16,مطار البحرين,المنامة,15,BH,,"(26.2695999145508, 50.6260795593262)",26.26959991,50.62607956,Arab Standard Time,180,GMT+000000 Asia/Bahrain
277,مجمع السيف,Starbucks,34218-27369,17583033,LS,"البحرين, منطقة السيف,  ستاربكس مجمع السيف. ص.ب 26910,, محل رقم :110, مجمع السيف","البحرين, منطقة السيف,  ستاربكس مجمع السيف. ص.ب 26910,",محل رقم :110,مجمع السيف,المنامة,13,BH,,"(26.2325305938721, 50.5364418029785)",26.23253059,50.5364418,Arab Standard Time,180,GMT+000000 Asia/Bahrain
278,باديز,Starbucks,34286-79020,17721641,LS,"المنامة\ بو عاشيرة بالقرب من الجزيرة سوبر ماركت, ق: 332,طريق: 33, محل رقم :6, مركز الجزيرة للتسويق","المنامة\ بو عاشيرة بالقرب من الجزيرة سوبر ماركت, ق: 332,طريق: 33",محل رقم :6,مركز الجزيرة للتسويق,الزينج,13,BH,,"(26.2063999176025, 50.5761909484863)",26.20639992,50.57619095,Arab Standard Time,180,GMT+000000 Asia/Bahrain
279,مجمع البحرين,Starbucks,34234-33223,17556050,LS,"مجمع البحرين, ق:410, طريق: 28, مبنى 184, محل رقم :136, مجمع البحرين","مجمع البحرين, ق:410, طريق: 28, مبنى 184",محل رقم :136,مجمع البحرين,البحرين,13,BH,,"(26.2298202514648, 50.5371704101563)",26.22982025,50.53717041,Arab Standard Time,180,GMT+000000 Asia/Bahrain
280,ستراند بلازا,Starbucks,34324-95973,17723428,LS,"الجفير, نادي المنامة ,طريق 4021, وحدات 493 و493A, ستراند بلازا مبنى 340","الجفير, نادي المنامة ,طريق 4021",وحدات 493 و493A,ستراند بلازا مبنى 340,البحرين,13,BH,,"(26.2116508483887, 50.6077308654785)",26.21165085,50.60773087,Arab Standard Time,180,GMT+000000 Asia/Bahrain
282,سند (يم يم),Starbucks,34302-86720,17624154,LS,"سند, ق: 745, طريق:4566, مبنى:2206 محل رقم. 23, محل رقم :23, مبنى يم يم3","سند, ق: 745, طريق:4566, مبنى:2206 محل رقم. 23",محل رقم :23,مبنى يم يم3,سند,14,BH,,"(26.1446895599365, 50.5790214538574)",26.14468956,50.57902145,Arab Standard Time,180,GMT+000000 Asia/Bahrain
284,"البحرين, سيتي سنتر",Starbucks,32717-122090,17179578,LS,"الجانب الغربي , الدور الغربي, منطقة السيف, البحرين, مجمع سيتي سنتر","الجانب الغربي , الدور الغربي",منطقة السيف,"البحرين, مجمع سيتي سنتر",المنامة,13,BH,199,"(26.234920501709, 50.5546684265137)",26.2349205,50.55466843,Arab Standard Time,180,GMT+000000 Asia/Bahrain
285,"بحرين, سيتي سنتر, دبنهامز",Starbucks,32716-134986,17179847,LS,"الدور الأرضي (بداخل دبنهامز), منطقة السيف, البحرين, مجمع سيتي سنتر",الدور الأرضي (بداخل دبنهامز),منطقة السيف,"البحرين, مجمع سيتي سنتر",المنامة,13,BH,199,"(26.234920501709, 50.5545806884766)",26.2349205,50.55458069,Arab Standard Time,180,GMT+000000 Asia/Bahrain
286,مركز المنامة,Starbucks,34345-98401,17214404,LS,"المنامة , مركز المنامة الحكومي,طريق : 383 ، بلوك : 316 الآفينيوز, محل رقم :0, مبنى 118","المنامة , مركز المنامة الحكومي,طريق : 383 ، بلوك : 316 الآفينيوز",محل رقم :0,مبنى 118,المنامة,13,BH,,"(26.2365798950195, 50.5771598815918)",26.2365799,50.57715988,Arab Standard Time,180,GMT+000000 Asia/Bahrain
321,Brava - Davie & Seymour,Starbucks,4579-96729,604-622-5558,CO,"605 Davie Street, Brava",605 Davie Street,,Brava,Vancouver,BC,CA,V6B 2G6,"(49.2767753601074, -123.125228881836)",49.27677536,-123.1252289,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
322,Mission Creek Plaza-Kelowna,Starbucks,4641-99593,250-764-2243,CO,"3957 Lakeshore Road, 101, Lakeshore Plaza",3957 Lakeshore Road,101,Lakeshore Plaza,Kelowna,BC,CA,V1W 1V3,"(49.8413734436035, -119.487571716309)",49.84137344,-119.4875717,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
323,King & Brant,Starbucks,4636-99652,416-596-0101,CO,527-529 King Street West,527-529 King Street West,,,Toronto,ON,CA,M5V 1K4,"(43.6446495056152, -79.3982620239258)",43.64464951,-79.39826202,Eastern Standard Time,-300,GMT-05:00 America/Toronto
271,Burgas Plaza Mall,Starbucks,1460-137881,,JV,Stefan Stambolov Blvd & Transportna Str,Stefan Stambolov Blvd & Transportna Str,,,Burgas,2,BG,,"(42.4245414733887, 25.6179351806641)",42.42454147,25.61793518,FLE Standard Time,120,GMT+2:00 Europe/Sofia
272,Sofia Gurko,Starbucks,1603-141846,,JV,Vas Lefski Bulvd and Gurko street,Vas Lefski Bulvd and Gurko street,,,Sofia,23,BG,,"(42.697624206543, 23.3222846984863)",42.69762421,23.3222847,FLE Standard Time,120,GMT+2:00 Europe/Sofia
273,Nansen & Levski,Starbucks,1370-137876,,JV,V Lefski Blvd & Frityof Nansen,V Lefski Blvd & Frityof Nansen,,,Sofia,23,BG,,"(42.6872749328613, 23.3214740753174)",42.68727493,23.32147408,FLE Standard Time,120,GMT+2:00 Europe/Sofia
313,Harbour Bay,Starbucks,31288-104391,,LS,East Bay St. (Eastern Rd & Fowler St),East Bay St. (Eastern Rd & Fowler St),,,Nassau,NS,BS,,"(25.0740795135498, -77.3163528442383)",25.07407951,-77.31635284,Eastern Standard Time,-300,GMT-05:00 America/Nassau
315,Palmdale RCA Building,Starbucks,31197-102257,,LS,Rosetta St. Fifth Terrace & Patton St,Rosetta St. Fifth Terrace & Patton St,,,Nassau,NS,BS,,"(25.0678596496582, -77.3279266357422)",25.06785965,-77.32792664,Eastern Standard Time,-300,GMT-05:00 America/Nassau
317,Reef Atlantis,Starbucks,32202-107597,,LS,Paradise Island,Paradise Island,,,Nassau,NS,BS,,"(25.0859508514404, -77.3277587890625)",25.08595085,-77.32775879,Eastern Standard Time,-300,GMT-05:00 America/Nassau
320,Marina Village at Atlantis,Starbucks,30656-99475,,LS,"Marina Village, 9",Marina Village,9,,Nassau,NS,BS,,"(25.0825290679932, -77.3192367553711)",25.08252907,-77.31923676,Eastern Standard Time,-300,GMT-05:00 America/Nassau
326,Safeway - Nelson #133,Starbucks,74845-100503,250-352-9710,LS,211 Anderson Street,211 Anderson Street,,,Nelson,BC,CA,V1L 3X8,"(49.5001525878906, -117.283271789551)",49.50015259,-117.2832718,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
329,Arbutus & Valley,Starbucks,4633-99432,604-261-5447,CO,4635 Arbutus Street,4635 Arbutus Street,,,Vancouver,BC,CA,V6J 4A3,"(49.2447738647461, -123.15389251709)",49.24477386,-123.1538925,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
330,Safeway - Brandon # 604,Starbucks,74896-100388,204-726-8014,LS,921 18th St NE,921 18th St NE,,,Brandon,MB,CA,R7A 6T2,"(49.8355751037598, -99.9616622924805)",49.8355751,-99.96166229,Central Standard Time,-360,GMT-06:00 America/Winnipeg
331,Cambie St & 39th Ave,Starbucks,4644-99427,604-321-1042,CO,5504 Cambie Street,5504 Cambie Street,,,Vancouver,BC,CA,V5Z 3A2,"(49.235237121582, -123.115715026855)",49.23523712,-123.115715,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
333,Dobbin Rd - Westbank TC,Starbucks,4659-100573,250-707-1720,CO,"2475 Dobbin Road, 30, Westbank Town Centre",2475 Dobbin Road,30,Westbank Town Centre,West Kelowna,BC,CA,V4T 2B9,"(49.8282318115234, -119.628631591797)",49.82823181,-119.6286316,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
334,Save-on-Foods - Fort McMurray,Starbucks,74933-102399,780-791-3995,LS,131 Signal Rd,131 Signal Rd,,,Fort McMurray,AB,CA,T9H 4N6,"(56.730354309082, -111.426780700684)",56.73035431,-111.4267807,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
335,3035 Argentia Rd,Starbucks,4665-100880,905-785-7667,CO,"3035 Argentia Road, unIT 7",3035 Argentia Road,unIT 7,,Mississauga,ON,CA,L5N 8P7,"(43.5956649780273, -79.7863235473633)",43.59566498,-79.78632355,Eastern Standard Time,-300,GMT-05:00 America/Toronto
336,West Lethbridge Towne Centre,Starbucks,4628-97843,403-328-3613,CO,"550 University Dr West, West Lethbridge Towne Centre",550 University Dr West,,West Lethbridge Towne Centre,Lethbridge,AB,CA,T1J 4T3,"(49.6927337646484, -112.891792297363)",49.69273376,-112.8917923,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
337,631 Commissioners Rd E,Starbucks,4674-100799,519-649-1444,CO,631 Commissioners Road East,631 Commissioners Road East,,,London,ON,CA,N6C 2V1,"(42.957763671875, -81.2328872680664)",42.95776367,-81.23288727,Eastern Standard Time,-300,GMT-05:00 America/Toronto
338,Wolf Willow,Starbucks,4622-97838,780-444-4780,CO,"6873 170th St. NW, Wolf Willow Shopping Centre",6873 170th St. NW,,Wolf Willow Shopping Centre,Edmonton,AB,CA,T5T 4W5,"(53.5041351318359, -113.61474609375)",53.50413513,-113.6147461,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
341,Atrium 1 - 5th Ave & 8th St,Starbucks,4735-104203,403-237-9209,CO,"839 5Th Avenue SW, Atruim I",839 5Th Avenue SW,,Atruim I,Calgary,AB,CA,T2P 3C8,"(51.0487403869629, -114.080879211426)",51.04874039,-114.0808792,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
344,Matrix Hotel,Starbucks,4857-108302,(780) 441-1099,CO,10001 - 107th Street,10001 - 107th Street,,,Edmonton,AB,CA,T5J 1J1,"(53.5390281677246, -113.504386901855)",53.53902817,-113.5043869,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
345,52St & McIvor Blvd SE,Starbucks,4853-107841,(403)257-3882,CO,"15566 McIvor Boulevard, 500, Copperfield Corner",15566 McIvor Boulevard,500,Copperfield Corner,Calgary,AB,CA,T2Z 4Y2,"(50.9132423400879, -113.95036315918)",50.91324234,-113.9503632,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
346,Hull's Corner-Jacklin & Langford,Starbucks,4658-100562,250-478-7878,CO,"2972 Jacklin Road, Hull's Corner",2972 Jacklin Road,,Hull's Corner,Langford,BC,CA,V9B 0A3,"(48.4423484802246, -123.510955810547)",48.44234848,-123.5109558,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
347,Tsain-Ko Village Sechelt,Starbucks,4673-99704,604-740-8144,CO,"5500 Sunshine Coast Highway, Tsain-Ko Village",5500 Sunshine Coast Highway,,Tsain-Ko Village,Sechelt,BC,CA,V0N 3A1,"(49.4739837646484, -123.747566223145)",49.47398376,-123.7475662,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
349,Red Deer Village,Starbucks,4631-97848,403-340-3145,CO,"6380 - 50th Ave, 400, Red Deer Village",6380 - 50th Ave,400,Red Deer Village,Red Deer,AB,CA,T4N 4C6,"(52.2880592346191, -113.814445495605)",52.28805923,-113.8144455,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
351,Sunridge Mall - Level 1,Starbucks,4725-99845,403-233-7103,CO,"2525 36th St. N.E., 160",2525 36th St. N.E.,160,,Calgary,AB,CA,T1Y 5T4,"(51.0739479064941, -113.984527587891)",51.07394791,-113.9845276,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
354,599 Taylor Kidd Blvd,Starbucks,4694-102072,613-634-1509,CO,"599 Taylor Kidd Blvd, Unit 6",599 Taylor Kidd Blvd,Unit 6,,Kingston,ON,CA,K7M 0A2,"(44.2504081726074, -76.5673141479492)",44.25040817,-76.56731415,Eastern Standard Time,-300,GMT-05:00 America/Toronto
355,99th Ave & 105 Street,Starbucks,4672-100582,780-429-9661,CO,"10504 99 Avenue, 101",10504 99 Avenue,101,,Edmonton,AB,CA,T5K 1B2,"(53.5374526977539, -113.501426696777)",53.5374527,-113.5014267,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
356,Tandem - Dawson & Gilmore,Starbucks,4660-100750,604-299-2820,CO,"4122 Dawson Street, The Tandem",4122 Dawson Street,,The Tandem,Burnaby,BC,CA,V5C 0A4,"(49.2642860412598, -123.01375579834)",49.26428604,-123.0137558,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
357,Crystal Lodge,Starbucks,4617-98138,604-905-5560,CO,"4154 Village Green, Unit 10, Crystal Lodge",4154 Village Green,Unit 10,Crystal Lodge,Whistler,BC,CA,V0N 1B4,"(50.1142616271973, -122.955917358398)",50.11426163,-122.9559174,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
359,Montreux-2nd & Yukon,Starbucks,4692-101458,604-708-1507,CO,2035 Yukon St,2035 Yukon St,,,Vancouver,BC,CA,V5Y 3W3,"(49.2672882080078, -123.112945556641)",49.26728821,-123.1129456,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
360,Trans Can Hwy & 13th Ave SE,Starbucks,4677-101293,403-528-8932,CO,1296 Trans Canada Hwy SE,1296 Trans Canada Hwy SE,,,Medicine Hat,AB,CA,T1B 1J5,"(50.006893157959, -110.664939880371)",50.00689316,-110.6649399,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
362,Eagle Ridge - Lansdowne & Guildford,Starbucks,4655-100369,604-464-1408,CO,1192 Lansdowne Drive,1192 Lansdowne Drive,,,Coquitlam,BC,CA,V3E 1J7,"(49.2837600708008, -122.810707092285)",49.28376007,-122.8107071,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
363,Steveston - No. 1 & Bayview,Starbucks,4687-100789,604-204-0288,CO,"4010 Bayview Street, 105, Imperial Landing",4010 Bayview Street,105,Imperial Landing,Richmond,BC,CA,V7E 6T5,"(49.1240196228027, -123.180854797363)",49.12401962,-123.1808548,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
364,King & Shaw,Starbucks,4646-98483,416-979-1953,CO,"1005 King St W, Unit 7",1005 King St W,Unit 7,,Toronto,ON,CA,M6G 1B9,"(43.6412811279297, -79.4147644042969)",43.64128113,-79.4147644,Eastern Standard Time,-300,GMT-05:00 America/Toronto
365,949 Fort William Road,Starbucks,4621-95876,807-473-4226,CO,"949 Fort William Road, D8, Thunder Bay Centre",949 Fort William Road,D8,Thunder Bay Centre,Thunder Bay,ON,CA,P7B 3A6,"(48.4019927978516, -89.2411727905273)",48.4019928,-89.24117279,Eastern Standard Time,-300,GMT-05:00 America/Toronto
369,Columbia St & 3rd Ave - Kamloops,Starbucks,4632-98607,250-828-1357,CO,300 Columbia Street,300 Columbia Street,,,Kamloops,BC,CA,V2C 6L1,"(50.6717185974121, -120.334136962891)",50.6717186,-120.334137,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
370,Suncor main floor,Starbucks,4587-96728,4032940610,CO,"111 5th Ave SW, Petro Canada Centre",111 5th Ave SW,,Petro Canada Centre,Calgary,AB,CA,T2P 3Y6,"(51.048210144043, -114.063568115234)",51.04821014,-114.0635681,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
373,247 King St N,Starbucks,4647-99935,519-886-0101,CO,247 King Street North,247 King Street North,,,Waterloo,ON,CA,N2J 2Y8,"(43.4763603210449, -80.5251998901367)",43.47636032,-80.52519989,Eastern Standard Time,-300,GMT-05:00 America/Toronto
376,West Central & 15th Avenue - PG,Starbucks,4590-97211,250-561-2532,CO,"1477 West Central, City Gate Centre",1477 West Central,,City Gate Centre,Prince George,BC,CA,V2M 5S5,"(53.9109230041504, -122.782936096191)",53.910923,-122.7829361,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
378,242 Queen St S,Starbucks,4635-99050,905-286-9494,CO,242 Queen Street South,242 Queen Street South,,,Mississauga,ON,CA,L5M 1L5,"(43.5802574157715, -79.7119979858398)",43.58025742,-79.71199799,Eastern Standard Time,-300,GMT-05:00 America/Toronto
379,7787 Yonge St,Starbucks,4645-99110,905-762-9889,CO,"7787 Yonge Street, Thornhill Mews",7787 Yonge Street,,Thornhill Mews,Thornhill,ON,CA,L3T 7L2,"(43.8171043395996, -79.4243011474609)",43.81710434,-79.42430115,Eastern Standard Time,-300,GMT-05:00 America/Toronto
324,Safeway - Edmonton #881,Starbucks,74878-100505,780-483-3255,LS,15007 Stoney plain Rd NW,15007 Stoney plain Rd NW,,,Edmonton,AB,CA,T5P 4W1,"(53.5401573181152, -113.57886505127)",53.54015732,-113.5788651,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
325,Safeway - Vancouver #84,Starbucks,74841-100500,604-493-0090,LS,3410 Kingsway Street,3410 Kingsway Street,,,vancouver,BC,CA,V5R 5L4,"(49.2320594787598, -123.032936096191)",49.23205948,-123.0329361,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
327,Safeway - Vancouver #189,Starbucks,74843-99493,6048730225,LS,1780 E Broadway,1780 E Broadway,,,Vancouver,BC,CA,V5N 1W3,"(49.2619247436523, -123.068222045898)",49.26192474,-123.068222,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
332,Safeway - Burnaby #121,Starbucks,74839-99492,604-420-3420,LS,9855 Austin Rd,9855 Austin Rd,,,Burnaby,BC,CA,V3J 1N4,"(49.2516479492188, -122.896018981934)",49.25164795,-122.896019,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
339,Safeway - Edmonton #838,Starbucks,74935-102407,780-451-1860,LS,"601, 111 Ave. & Groat Rd","601, 111 Ave. & Groat Rd",,,Edmonton,AB,CA,T5M 3L7,"(53.5595512390137, -113.553619384766)",53.55955124,-113.5536194,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
350,Safeway - Calgary #276,Starbucks,79566-103261,403-236-1210,LS,7740 18th Street SE,7740 18th Street SE,,,Calgary,AB,CA,T2C 2N5,"(50.9845085144043, -114.014587402344)",50.98450851,-114.0145874,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
352,Safeway - Cranbrook #2271,Starbucks,74943-103267,,LS,1200 Baker Street,1200 Baker Street,,,Cranbrook,BC,CA,V1C 1A8,"(49.5121765136719, -115.765228271484)",49.51217651,-115.7652283,US Mountain Standard Time,-420,GMT+000000 America/Dawson_Cree
353,Safeway - Edmonton #808,Starbucks,74961-102938,,LS,8118 118th Avenue NW,8118 118th Avenue NW,,,Edmonton,AB,CA,T5B 0S1,"(53.5713386535645, -113.466773986816)",53.57133865,-113.466774,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
361,Safeway - Calgary #2730,Starbucks,74854-100260,,LS,Richmond Road & 37th St,Richmond Road & 37th St,,,Calgary,AB,CA,T2J 6S1,"(51.0207481384277, -114.141998291016)",51.02074814,-114.1419983,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
366,Safeway-Langley #59,Starbucks,74754-97377,6045333291,LS,6153 200th St,6153 200th St,,,Langley,BC,CA,V2Y 1A2,"(49.1147575378418, -122.670707702637)",49.11475754,-122.6707077,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
368,Safeway Fort Saskatchewan #846,Starbucks,74830-100386,780-998-4065,LS,Hwy-15 & 86th Avenue,Hwy-15 & 86th Avenue,,,Fort Saskatchewan,AB,CA,T8L 4P4,"(53.6933288574219, -113.212646484375)",53.69332886,-113.2126465,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
371,Safeway - Vancouver #110,Starbucks,74820-99490,604-263-2575,LS,650 W 41st Ave,650 W 41st Ave,,,Vancouver,BC,CA,V5Z 2M9,"(49.232063293457, -123.11971282959)",49.23206329,-123.1197128,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
374,Safeway-Chilliwack #193,Starbucks,74844-96803,604-858-8115,LS,45610 Luckakuck Way,45610 Luckakuck Way,,,Chilliwack,BC,CA,V2R 1A2,"(49.1396255493164, -121.963180541992)",49.13962555,-121.9631805,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
375,Safeway - Edmonton #816,Starbucks,74842-99498,780-486-4242,LS,9710 170th Street NW,9710 170th Street NW,,,Edmonton,AB,CA,T5T 5L5,"(53.5343246459961, -113.617919921875)",53.53432465,-113.6179199,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
381,Corral Centre,Starbucks,4594-97209,204-727-2119,CO,"821 18th St N, Coral Centre",821 18th St N,,Coral Centre,Brandon,MB,CA,R7A 7S1,"(49.8652458190918, -99.9612731933594)",49.86524582,-99.96127319,Central Standard Time,-360,GMT-06:00 America/Winnipeg
382,Southglen,Starbucks,4699-102549,204-253-0401,CO,"726 St. Anne's Road, 104, Bldg J, Southglen Shopping Centre",726 St. Anne's Road,"104, Bldg J",Southglen Shopping Centre,Winnipeg,MB,CA,R2N 0A2,"(49.8235244750977, -97.0836486816406)",49.82352448,-97.08364868,Central Standard Time,-360,GMT-06:00 America/Winnipeg
